image_id,labels,transcriptions
994,0,அப்போலாம் தலைய சொரிஜ்ஜா மட்டும்தான் விழும் 8 0 ஆனா இப்போ முடியும் சேர்த்து விழுதே தூசி இeஇூ
625,0,என்னடா வர வர என் கண்ணுக்கு amala shaji லாம் அழகா தெரியுறா   ?? ~காஜீ முத்திருச்சுனே
778,0,LakshmiMv @mvlakshmibe56 She: Ungaluku ennalam pidikathu? #Fiance: Makeup items
852,0,சுடுகாட்டு பேய நம்பு சொந்தக்காரநாய நம்பாதே .
1197,0,ATKA என் நெஞ்சில் ஓர் பூ பூத்தது அத் பயர் எண்வபெ் கேட்டேன் கமிழர்கள் பூத்தபூ மட்டும் தாமரை ஆஇருந்த கும்மபிடுவேன் கும்மி ாை Download Dailyhunt On Playstore
1595,0,GollllteL இந்த பூலோகத்தில் யாரும்பார்க்கும் முன்னே 0]6760 அதிகாலை அனப்பி லைப்போம் Singles -97071 ஓகோ கள்ள தொடர்பா
1720,0,"+140w ~U1 அடுத்த நிமிடம் கூட நமக்கு -104W 4/11 நிச்சயம் இல்லை 4~  =/4111 இதில் திமிர் வெறுப்பு கோபம் 1E ணவம் போன்ற 11 7 1 -9[T"" +11 TAMILVOICE OM 1411 அழுக்கை சுமந்து சாகாதே!  அன்பை மட்டுமே -14#000  Luw .LC நேசியுங்கள் !"
479,0,Muthu Kutti Just now When baby is trying to talk Amma sollu amma Appa solu thango appa. Hmuthumc ககரIபைII NUTHONG ககருப்மைபா பவதை
1678,0,"அ1 சாt kaiya kudu doli ve I."" womens DP day Happy"
95,0,Vaishu after mater with cheenu mt Mottamadhan Enta edhachum sollanuma??? dharshan _ mt Ila da nanga rendu perum group study dhan pannitu irundhom LEVEI MEME5 = = VE; ^ LEVEL
513,0,"When my friends make plans without me ஈ* +^. Iட wondered What did 1 do Wrong?"" L[V6( W[#E. = L[VE-"
719,0,Konjam aachum future ah pathi yosi da! / naamadlarum avlo future orunaal la illa sethuruvomla
305,0,Muthu Kutti 2d por thozhil movie* Nee inga ivaluku paathukaapu kudu Anga avan un aal ah thookitan #muthumc *in
85,0,Ayya apdiye oru 20 years future la kondu vitrunga ennala indha pressure ah thaanga mudiyala mc Iட poi LEVEL WEME$ = = L[VEL
265,0,60 0' Me Hi friends ivan dhan enna crush solitu neraya pick up lines solitu irukaan Mycrush going to eat apyy he gives O mme now Anyways naan idhukellam masiya poradhu illa bye LEVEU WEWE = L[VEL
1539,0,டேய்தம்பி ஜல்லிக்கட்டை விட வீரமான அபாயகரமான விளையாட்டு ஒன்னு சொல்லவா  ? சொல்லுங்கண்ணே தாலிகட்டு
24,0,muthu mc @muthu kutti $ Xna MALEIFEMALE nu ennaku therium #muthumc 11:32 AM Feb 27
1180,1,முன்பெல்லாம் காளையை அடக்கினாதான் பொண்ணு தருவேன்னு சொன்னாங்க இப்போ பொண்ணை தந்துவிடுகிறோம் நீங்களே அவங்களை அட க்கிக்கோங்கன்னு சொல்றாங்க
714,0,Vaathi on theatre from feb 17 Indhascene ku theatrelasambavam iruku
1214,1,-பர சன்ற 45114 .107~0 G4 பப அ_#700 @~11ட71 9.-700444502 டய- 4 .4 #4~5 ம/ 14
217,0,Mc Muriel Just now minnows kooda 1oO adichittu rmba scene podranga KohlipRohit illana nammaley minnows thaan da deiii #mc_muriel 181 182/4 (40.5) (36.4) IND WI WI won by 6 wickets (80 balls lefty ODI 2 of 3 (Tied 1-1)
866,0,ZEEதமிழ் SUBUB survivor Lakshmi Priya nenga entha mathiri task evlo tough ah kuduthalum sari tm Lakshmi team captain ah irukura vara intha sword avanga kaila than irukum 1@ Priya
78,0,Sanjay Krishna JUST now Narlippu arakkargal at Ineir busIFeS5 cummy ODI sETIES JUSI nefore an toUITamTerIt The actual ICC tournament ICC
782,0,Enna da baby today leave ah Aama di Gandhi Jayanti la Jayanti ah nee enna thavira vera endha ponnu name ah yum solla IIURRR FIJI kudaathu Sari sari ok Message Qprgbo de villiers அப்டி ஒரு உருட்டுடா அது
331,0,Indha song oru maari manda kulla ooditae iruku mo dharshan _ LEVEL WEMES$ = = VE;^ LEVEL
1663,0,அனைத்து மகளிரும் சாதாரண கட்டண பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் முதல்வர் மு ஸ்டாலின் / All boy s be like நகரப்
669,0,Me trying to win the convo by saying women But she apdidhan da pesuven 47711 நாகமுக லலமைச் செ ந்சிநாதல் LEVEL MEME5 = = VE*^ LFVEL
1750,0,இந்த புது வருஷத்துல என்ன பண்ணலாம்? ரொம்ப யோசிக்காதீங்க இந்த புதுவருஷம் நம்மள என்ன பண்ணலாம்ன்னு ஆல்ரெடி யோசிச்சு வச்சிருக்கும்
216,0,Me to myself 7 kazhudha vayasu aagiyum Mail unsubscribe panitu back vandha enga thirumba subscribe aagidumo nu bayandhu home variye +45L mt = 6V6L
987,0,*Amazon Elipkat Onga Offers Vida Avangakita Branded Dress Kammi Rate La Iruku 0 *Freaky fashion srone
929,0,mom to mymobile நீ தான் Lா என் பையன கெடுக்குறது K4LAANI MEMES9 *Mymobile I5!0 ipege உன் பையன்தாமா என்ன கெடுக்குறான் போவியா *My
297,0,mt Neenga enna na Sunday kooda work panreenga E1 dharshan _ mt Support project la sikkiten thambi MEME$ LEV = = VER^ L[VEL
179,0,Muthu Kutti Just now Eppo da thunga pova ketta paiya #muthumc *my phone
769,0,sjstephen nol O5Tv Ithu enna periya bad word uh. Hostel la naanga pesuvom paaru vaartha . @iam
1692,0,Womens for channels be like. magalir mattum movie megam karukudhu song nannare song Pengal evalovo munnadi vandhutanga. @EIPIIEE NRR2O Aana indha channels innum marama ide potutu irukanga. day
886,0,"போன் சார்ஜர் 100% ஏரியவுடன் பU"" Iட போன் தோ. வண்பான் என் தாலிய கொத்தோட அத்துட்டு போறதுக்கு PL MEMEP தட்"
200,0,When someone says un handwriting azhaga irukke Hey LEVEL [#[5 = = VE;^ LFVEL ஸ
6,0,You dont need a Valentines to celebrate your love If you in love everyday is a Valentines vishal_sammy_ day day
1085,1,செம்மையா ருந்துச்சி மாமா எது Jailer படமா மாப்ள படமா? Thamanna தொட மாமா TEMI CHEEMS
941,0,போடுறது பழைய ஆனா எனக்கு வைக்குற டைகர் ; 10 m சோறு பேரு
1284,1,kudi bodhai la nalla kaala virichu kavattaiya kaamichu kaava oram paduthutu irukaaney gaaji munda iluthu pudichu erakki paathuduvoma
826,0,*Me Uனயடு Mom: நம்ப வீட்டு நாய் கூட காலைல எழுந்து சுரு சுருப்பா exercise பன்னுது நா பெத்த எப்டி குறட்டை விட்டு தூங்குது பார் நாயி
586,0,Muthu Kutti 21m Mom இறந்துடாங்களாம் டா வா ஊருக்கு போலாம் Me : சாகுறதுதா சாகுறாங்க வெள்ளிக்கிழமை செத்து இருந்தா 3 leave ஆவது கிடைச்சு இருக்கும் #muthumc *மம்மி mr பாட்டி நாள்
1032,1,பரவாயில்லை சொல்லு நான் கோபப்படமாட்டேன் என்பாள் மிகவும் ஆபத்தான பகுதி கவனம் தேவை
999,0,When you riding in Bike Without Helmet You Helmet Podamaya vandi oatra ? Yeman EII JOUS Maatniya Bn Pambarakatta Mandaiya !!
844,0,expectation. மாமா 800 Iove you அத்தான்.. miss you mt reality ச99 அண்ணா மெசேஜ் அனுப்பாதிங்க அண்ணா
65,0,Muthu Kutti m *Hearing Badass songs in the headset* Enna da sound rombha kamiya kekuthu headset olunga kekala nu kadupu aane tha therinjuthu first 10 sec sound rombha kamiya tha irukum nu #muthumc Apro
1242,0,இந்த புது வருஷத்துல என்ன பண்ணலாம்? ரொம்ப யோசிக்காதீங்க இந்த புதுவருஷம் நம்மள என்ன பண்ணலாம்ன்னு ஆல்ரெடி யோசிச்சு வச்சிருக்கும்
701,0,Naana Paranthena ~ Lyrical video is out ! Starring Ishaaon
1382,1,dai na unnutha nee en koothi Ku aparam first uh naaku podu vaa sappuran tamil memes ahh. apadithan shh naaku pavadaikulla thalaiyavittu nakku ulla vidu da..
1142,0,~ மாமியார் சமைக்க தெரியுமா ? ~ புதுமருமகள் தெரியுமாவா. அடுப்ப பத்தவச்சு சுடுதண்ணிய காயவச்சு மேகி பக்கெட்ட கொட்டி  அப்டியே கரண்டிய வச்சு அலசுவம்
1383,1,oIR $ !.1 0 VNRUII20 tima டalliu MalaPamlil AklaPaalakuuichauparaim MariThutuWhiu? PaambuEnu nlanguuhunuPar
1626,0,"ASMANI MC 5"" lrd Dp ல பாத்த Milk மாறி இருக்க Story ல பாத்த Silk மாறி இருக்க. (hat Fake Id) நேர்ல பாத்த Hulk மாறி இருப்பன்  மூதேவி"
652,0,When someone says prechana ennanu pesunga da apa dhan theerum Me - pesalanu dhan da prechanaye + LEVE[ MEME$ = = VER^ LFVEL
1459,1,Doli : யார்ரா நீங்கெல்லாம் செருப்பு Photo போட்டா கூட WOW super னனு கமன்ட் பண்றீங்க
1418,1,IANIL IBPLUS TALES Nee ennadi Winter season la Mangoes Grow pannituiruka
304,0,Dharshan Just now Depression ah iruku bro ~Yen bro work pressure ah??? Ila bro homework mudikala naliki school pona miss adipanga #dharshanmc
597,0,Eludhu STR maadhiri mudi valakuren slim aaguren nu sollamaaten nu eludhu /8 mc LEVEL MEWE$ = = L[VEL
1721,0,கை தவறினால் பொருள் 1+1 4 0 -=411.1.) உடையும் என யோசித்தவர்கள் TAMILVOICE OM வாய்தவறினால் மனம் உடையும் 84907 4L என யோசிப்பதில்லை.
125,0,Dharshan Just now Macha enta vanguna kaasu kudra His reply #dharshanmc Asinga paduthra  insult panra .
1746,0,சோறு மட்டும் மூணு வேளைக்கும் நல்லா தங்க தெரியுது girls Mom வீட்டு வேலை செய்யுனு சொன்னா மட ரோசம் பொத்துட்டு வருதேழழ Helo மும்
409,0,Muthu Kutti 5h *When you are in apartment* தண்ணி வரலயே எவனாச்சு motor போடுறானா பாரு #muthumc Red Pix
1086,1,After announcement of You com banned' #gicls poru da originality ya ffond mI Summa iru da_ Ava paakura Anga #80y$
550,0,~ Me vibing with movies seriesIPL career : dharshan mt ச0~ Goo92Poy LEVEL MEME$ = My = VE;^ LFVEL
621,0,Muthu Kutti 16m Inaiku weekend 1Zmani vara nalla thunganum pa *Shutdown Bam 6pm* #muthumc
323,0,"AADHAVAN CINE CREATIONS '^155""75 ""717 01""""-70r T^wILSELVNN ""!40'- CM UURNIANANU 4441+1+!^/ -1-41+- 44414!!1 44=#/1+ ~=#/~~U"" +7'4 0ப41  '401~ +40+^^114^/^1^+^!0r' +14 NUட ~பAபட^ ^^1~"" /17~/ +ப~7""-"" ஈன9P +-1=1 INIRT L-- NU ~5 !!4 ~NWUIE ப =EIR _51 mட Vizhithelu from 3""rd March worla Wide release in Theaters"
1548,0,என் பொண்டாட்டி கிட்ட எனக்கு பிடிச்ச விஷயம் KOMEES UIILIIULUI KOMMS WDUUIIIII அவ எனன தப்பு பண்ணா என மன்னிச்சுடுவா லும்
453,0,Arulnithis performance in Thiruvin Kural is exceptional and undoubtedly one of his best He embodies his character with a sense of vulnerability portraying a man who is struggling to come to terms with his past mistakes Do watch ThiruvinKural on theatres -9
967,0,ஏன்னே நீங்க நல்லா அ ஆட்னா அந்தக்கா வ்ளோ கோவப்பட்றாங்க அதெல்லாம் பரம ரகசியம் அ்லஞர் விட்றா
1297,1,en room Ia en kaal kitta than ne thedi kudika vantha thanni irukaa thangachi Ne daily night a vanthu naasuka thadavi kanji oothitu porathu enaku theriyathu nu nenachitu irukiya yethu
368,0,Me struggling with the new insta button update vishal_sammy_
80,0,don't know what Im going to do! Are Wut After watching Are you okay baby Wrong partnerah choose pannaivalo problemsah
287,0,Enaku irukka ella prechanaikkum dhooo Idhanala dhan E1 My phone L[V MEWE$ = LFVEL
383,0,Ivanuku epd nga daily thriller script kadaikudhu vishal_ sammy_ mt IPL -3
672,0,Real life la kasta patutu thane iruka apporom yen jolly ah iruka maari post podra Iyoo chandraa athu en internet personality ma ஸUHNe vishal_ sammy TOUDWINE
510,0,"She Hey innaiku dharshan _ enna aachu theriyuma *Me LEVEL WEME$ = "" WE LFVEL"
635,0,Me seeing kids going to school excursions and parents standing outside the bus to send them off Andha parents enaku kaaviyamaga theriyuraanga LEVEL
1293,1,deiii haha summa vilatuku thana soldra enna mari pondati venum nu VI Anni
132,0,VeraMaarioffice streaming now on Ahatamil 0./0 Ohhapo ellaoffice laiyum namba office la nadakura maridhan pola! mt
1517,0,வீட்டில் பணம் 150 காணவில்லை என கணவனை தேடியபோது. / பணத்தை எங்க ஒளிச்சி வெச்சாலும் கண்டுபிடிச்சி எடுத்துட்ற. எப்படிதான் கண்டுபிடிக்கிறியோ தெரியல.. // IWP memes ocebook com /ivprele iv =7-1 wife Bosband
1327,1,enna da thambi amma tea thool ketanga nu vanthu apdiye nikura pakathu veetu aunty me tea poda paal venama ? ? ?
587,0,Planned to going out with friends Everyone giving one suggestions everyday and changing the plan At end Plan cancel Lvishal_sammy
1057,1,கணவன் உன் சமையலை கூட தீங்காது! மனைவி சத்தமா சொல்லாதீங்க உங்க அம்மா உள்ளே சாப்பிட்டுக்கிட்டு இருக்காங்க.. நாய்
827,0,வெயில் வந்துருச்சு துணிய காயப்போட்டுறுவோம் Few minutes later m
834,0,WENEEOSMILE *8Yrs Old Me Mom Sorry Dora Kulla Nari Ta Irundhu Unnaya Kaapaathura Mission La Naa Fail Aahiten
975,0,மக்கவ் .-- உஙிகள தான் எதிர்பாத்துட் இருக்கோமி மழை ^- ANU WEET அது இப்போதைக்கு 54=+- வாய்ப்பு இல்ல
524,0,Me romba upset ah iruku daa frd sari vaa reels panalam sariya poidum LEVEL mc டேய் அடிச்சன்னா மீசைலாம் பிச்சுக்கும் உக்கார்ரா My LEVEL L[ME5 = = VER^
472,0,Kaalai la enchi straight ah inga dhan vara harshan _ kIWitte pola LEVEL MEMES = = VE; ^ LEVFL
1378,1,tamilhotlantasy2. 0 Deien purusanoupodurathuku munnadiye kanfi oothidiran Please neeyachum en kaama pasiku Theeni un istam En koo ya kilida ahhhh. podu pola
671,0,Mc Muriel m 88 Me to oru doli ah kuduthinga na couple goals pannitu sethu poiduven #mc_muriel god
87,0,Dharshan Just now mom Unuku ennada korachal uh. Unna yaaruku dhan pudikama irukum solu My fav one Enaku pudikadhae #dharshanmc My
1470,1,தம்மாத்தூண் துணி தாண்டா அவ்ளோ பெரிய பலுனே தாங்குது
1339,1,Tha+ look from wife wen ப ask her BJafter 3 rounds *wife SheBonakoloam manasatchiye doyodg
627,0,"Me follows gaaju pages There post captions Share to ur lovetag ur gf /^ dharshan m"" 80 G99=9#==) Aalu irundha nan yen da un page ah follow panna poren LEVEL WEMES = = LFVEL"
623,0,Social media profile la unga pic vaikkathinga not safe nu solluvan Woman empowerment ku movie eduthu athula oru item song vaippan #MohanG #bakasuran mt .EFAI Coogle Fuy மண்டகோளாறு உள்ளவன் லூசு பய
1601,0,IN FUTURE ***Unga Amma unaku MAKE-UP poda solli tharla ya? ***YOU CAM use panna solli thandhu irukanga
798,0,LakshmiMv @mvlakshmibe56 Stopped exercising and eating healthy foods Started sleeping late
1466,1,8 AIA Sai Sudharsan AT சாய் சுதர்சன் தானே சாப்ட்டா இருப்பேன்னு நினைக்காதீங்க கொஞ்சம் Rugged ஆனஆளு APRI நான்
1525,1,கல்யாணத்துக்கு முன்னாடியும் பின்னாடியும்வாழ்க்கை எப்படி இருக்கு faa8gKJs முன்னாடியல்லாங tightaa போகும் இப்ப freeyaa போகுது அவ்வளதாங வித்தியாசங mmm faaSgKds t இதாங வாமுழ்க்கை
1308,1,thaniya pesa koopta vara friend oda wife kedaikarthu ellam kadavul kudutha varam
1381,1,DM Nethu noonum Un friendumon roomlo Una veliya mhadlitu 3hrs onna podutho ozu voonguren eeKoi adikiradhu iloma ுgitப vondhoovanuko kodukura adho Poim mood aickkஸda neeennodobfah irundholmOna avon veliyonkka vochitu ullaenna poduroneSemo mooddo po
468,0,Anna hero venda na Thirumba music director vaa na vishal_sammy_ ப
1172,1,என்னதான் நாம பெரிய cooking exper+ ஆ இருந்தாலும் doddy $ lirle prince நான் சமச்சதை சாப்பிட எனக்கே கொஞ்சம் பயமா தான்ய இருக்கு
966,0,Some Billa Mar one Bro Mask போடுங்க Bro அந்த முக்குல Fine எழுதிட்டு இருக்காங்க Me
494,0,Veera Raja Veera song Lyrical video is out now ! மாறா காதல் Adadaaaa ! PS2 la indha song la yennamo iruku Ketutae irukanum iruku 90 pola
890,0,Crush online Enna pandra 12:174M Lover Kuda pesitu iruken 12:18 4|4 unnaku than lover yehh illaiye 12:18 AM athan ni irukala 12:184M deii iru enga Anna kitta Solren 12:18 4M unnaku Anna illaiye 2:18 4M Athan ni irukala _12:18 41 ~Me crush Deii ennake vibuthi Adika pathila
1477,0,உலகின் அழகான பெண்களெல்லாம் நமக்கு கல்யாணம் ஆனபிறகே கண்ணில் படுகிறார்கள்
662,0,Dharshan Just now Seri ipo nee ride pannu Enaku theriyadhu da E1 Aiyoo epdi valathurukanga dharshan WEME$  EV[ = = VER^ LEVFL
1256,1,வ்வயஸ hercrush * tuX Un Padukaila paathi Edam Ennaku Thana Gundugirls 0? Ennake Edam Pathathu da Modevi
1449,0,வீட்டு ஓனர் mட mc ம்மம் எனன பண்றது கஷ்டமா தான் இருக்குது காலையிலேயேகடைக்கு போய்வருத்தகாப்பி கொட்ட வாங்கிட்டு வர்றது ரொம்பசிரமமா இருக்கு அதுக்குதான் இந்தஐடியா mahe memes
1696,0,"GIRL BESTIE Qஸ Datnam Enna Patha Unaku Ponnu Mathiri Therlaya ME* Enakum WOMENS DAY"" Wish Pannu da"
1129,1,Before Periods Are U ok? 3 Yeah UETUIEImE 2 During Periods Na inuntha unakenna? athisayama Are U ok? Visarikura 3 Baby epdi
1075,1,உங்கள் மனைவியிடம் தண்ணிர் குடத்துடன் விழுந்துட்டேனு ஒரு பொய் சொல்லி பாருங்க. ! உடனே உங்க மனைவி ஓடி போயி குடம் ஒடஞ்சரச்சானு தான் பார்பாங்க அல்லது கேட்பாங்க
546,0,Only IPL can fix me sonen hey ippadi first match vex agitingalae vishal sammy_ 0 hey
766,0,In Irugapatru Director Yuvaraj Dhayalan has given a quality film to Tamil cinema by telling the problems of divorce and its solution in a beautiful way. Another quality content from Potential studios
63,0,muthu mc @muthu kutti When she says Ada poda unoda iruntha lae oru fun tha Amuthumc ROWIW
1298,1,ayayo veetla appa amma ila reels panna romantic video ku nadika vaada nu sonna ivan enna akka Real ah rape pandra mari ready aagura mari shirt pant elam kalatitu varan
980,0,ஞfollowerS . 2 minutes la 6O0 Rupees earn panna solli tharaanga Others mentor guru mu ghu endha page nu sollungadaa
1164,1,when ப ask for a masala 1ea mt so she added chicken masala to i+ Otlepincess) mt hema chlan
942,0,IHD UII PISANGn என்ன Rocky Bhoi இந்தட்ரிப் அடி கொஞ்சம் ஓவரோ Srarus சங்கம் பேசாதடா நீ. ஏன்டா உங்க அம்மாக்கு அன்னையர் தினவாழ்த்து சொல்றதுக்குஎன்னய ஏன்டா இத்தன ஷூக்குபாலிஷ் போடவைக்கிறிங்க.
1365,1,EIERONE ANNAATHAN VZUA YAARUIAYE VAA IPPO FIRSTEN TURN NEEKEEUAPADU MEL BRITHENGA URIKKUREN UAADINIUUUN Ua INNAIKKUOAIHAM PAAKUREN
902,0,While seeing this Vehicle Narh
1206,1,Mom helping for our love expectation Reality velakkamaru pinju poirumunalam kallipaal oothi kondrukanum da
526,0,NI1 I1I00aIa1 18S Su/g9lo1 8101101036 S 0aடo 8 W8S (argoted booause he Was srilankan tamilan andhad faced many issue heoauseheis from srilana! Muttiah Mualitharan kulvlo poriya Inspiational haokstory ah
1148,1,4Il0 காதல் செய்யும் பெண் நரியை விட மடங்கு தந்திரசாலி பmBராaun கார்த்திகை ஔ FRI வெள்ளி ஸானி மம திரிதியை 7.54 pm மூலம் 10.05 am தியா 6.9 34.9 அமிாத 9.34 மேல் ஸ்ரவில்லிபுத்தூர் ஸ்ரீஆண் டாள் புறப்பாடு சங்கரன்கோவில் ஸ்ரீகோமதியம்மன் தங்கப்பாவாடை 090 ^ +~791^~^7~5+~^0 என்னாமா feel பண்ணி எழுதிருக்கான்டா . கொய்யா Gon ஆயிரம் சித்தா >57
747,0,Gudboy Arun Just now  8-0 India (vs) Pakistan ODI WorldCup clash * Epdiyavadhu SemiFinal Select aagi vareega . Enga koda Match aadreega . Thothutu Karachi Airport poreega. Cini Mini Pakistan
1264,1,நா ஆம்பள டா நானும் டா நா பொம்பள டா நானும்தான் டா
449,0,Me to myself 7 kazhudha vayasu aagiyum Mail unsubscribe panitu back vandha enga thirumba subscribe aagidumo nu bayandhu home variye +45L mt = 6V6L
220,0,muthu mc @muthu kutti *After being caught by traffic police* Sir sir 1OOrs tha sir iruku month end vera suthama kai la kaasu illa sir Traffic police atha kuduthutu kelambhu Amuthumc A(OPIA Adangommaleeo 3:19 AM Jul 2023 29
225,0,harshan _ Vip En anubavathula solren work panra unga friend ah veetuku kootitu varadheenga LEVEL MEMES
674,0,Other to their girl Bae baby Chellam Ammu etc Me to my girl Yei Intha ma vishal_ sammy_ LEVEL MEMES = = = LEVEL
779,0,Sridhar Kuruvilla Just now Adutha Production la Avareh nadikka poraru Stylish Mahi Vintage Look of Thala Dhoni pola
27,0,Muthu Kutti 6m When my frnd luv status Seri anupchu vidu EX ah verupu etha use aagum #muthumc put
1445,0,அன்பே. இருவருவரும் பொடிநடயாக சென்னை மழையில் வளம் வருவோம் நானே சளி இருமலுக்கு மாத்திரை சாப்பிட்டு கசாயம் வைச்சி இருக்கேன் டா பாயிருகம் பயபமன் குடிச்சு
432,0,She is sending one word replies
1332,1,Deiavaru kadhava Aunty 2mins thatraruuu Tamil mudinjfrum Troot OK @tomil troll vidava Dei loose Auntyeeay ila vidava engayadhuvidra ulaye
390,0,Muthu Kutti Just now Me coming out from ATM without taking money and getting AC kaathu Hmuthumc HUTHU NS
1495,0,அதிகபுத்தி கூர்மை உள்ளபெண்கள் தங்கள்துணையை தேர்ந்தெடுக்க அதிகநேரம் எடுத்து கொள்கிறார்களாம் ! 1S kavithaigal Rs Kavithaigal
1384,1,VEIDA AIIMNUI DZIIIOL ZHIAI OPPIYAAA IIIA OKIANUMNU THOIAIIR P9o AIIIA UIDA NAN NALLA OOIBUUIII mleaticne
1543,0,ஈகுட்டி- வரசி: அம்மா பூரிக்கு எவ்வளவு மாவு பிசையணும் ? =அம்மா: ரெண்டு கை மாவு போடு போதும் DOHAS Doho குட்டிஇளவரசி NCmIe- அம்மா என்னாடி இது
648,0,Dharshan Just now Seri ipo un turn She : enaku pudikadhu indha ma LEVEL dharshan _ LEVFL LE#E5 = Heyy = =
520,0,Rendu ball 6 adichu apporm nambika vacheney vishal _ sammy _ 9
838,0,ஒரு நாள் நமக்கு பிடிச்ச மாதிரி நம்ம வாழ்க்கை மாறும் 9 - அதுக்கு முன்னாடி நமக்கு என்ன புடிச்சதுனு நமக்கே மறந்து போயிடும்
971,0,Mom Seri Seri Neeye 7:30 Ku IPL match paathuka. Me FEHB5 My Mom Memies ulagam Meme bagauan அப்பறம் நைட்டுக்கு போட மாட்டன் பாத்துக்கோ PAHEU சோறு
888,0,Long lair UISAINGE mguceeg Ipoolation BooliUy
527,0,MUTHU MC யmபthப Kutti *when u dont have double helmet* Traffic police to you HJTHU 115
502,0,Dharshan Just now Nanae po nu sonnalum nee pogadha nu sollirupalae?? #exmava அட ஆமாங்க
44,0,My Phone Dei ore movie ah rendu naala pakura da atleast mudiyala na delete aachu panra _vishal_ sammy_ paka
1185,1,அப ம Cu வய் ஆட்டோ பன்னால்தான் எழுதினீங்க எழுதனீங்க இப்போ ஆண்டி பின்னாலயும் எழுத ஆரப்பச்சட்டாங்க. 99
61,0,Yezhuthu Yarkudaiyum close aagamata expectations vechuka mata nu yezhuthu mvk Swatவீmo LEVEL MEME$ = = VER^ LEVEL
226,0,Kartik Yuvan 1d unga whatsapp number kudunga adhellam onnum venam messenger laiye pesuvom pechulaiye oru kadhal bayam theridhu | உ~ன் உங்கர்வட உங்கள் வட்பாஆூூவாளி மருதமுத் Dருதமுதத Unga 05~9
698,0,"Ariyavan teaser + oCee @பி 8 wYe"" Totally surprising venture by thiruchitrambalam director"
1527,1,me /9 Aunty. போன மாசம் 10ம் தேதி 4 கடனா வாங்கிட்டு போனேங்களே me தேவைப்படும்போது கேளு சொன்னேங்களே நியாபகம் இ இப்ப தேவைப்படுது . தரேங்களா ஈ&rix neighbour She ^ தக்காளி தரேன் வேற ருக்கா. i&x
109,0,Muthu Kutti Just now October 27 Harris concert vara thane macha Me Naa Spotify lae ketukure ne kelambhu. #muthumc
1414,1,Bestie Dei unaku oruthadava punda virichathukaga nenacha neram paduka koopdakoodathu puriyutha En BF ooruku ponathum naane solren apo aasa theera evlo venalum ena Othu eduthuko sariya ipo avan koopdran poitu varen sariya
1670,0,எந்த ஊருக்கு போனும் ir கண்டக்டர் Girls ந்த பஸ் எங்க போவுதோ அங்க போய் விடு மறுபடி இதே பஸ்ல ரிட்டர்ன் வருவேன்
244,0,After a lot of struggle you made your mom to watch a movie (10 mins later) She iru mazha vara maari irukku thuni eduthutu vandhurren mட LEVEL MEME$ = = VER^ LEVFL
1078,1,ROUL POSIU moonji mela ukaaru di moonji mela
1606,0,Ettadha uyarathil nilavai vaithavan yaru ? shougirls Adhana !!
206,0,Sanjay Krishna Just now Athu nammalthu illa Iruntha edathulaye mariyaathayaa vechru.. Criclracker Lhll .DIA
984,0,"When maths teacher take over class after lunch bell ring 4 -=!+ /U =^7=?8/+"": Keuia Payyenisir memes 1 ச64"
686,0,When u cant explainwhat u are going through _vishal sammy _
532,0,Mc Muriel Just now ama intha impact player Kedar Jadhav enna aanan #mc_muriel
1574,0,தந்தை சொத்தில் பெண்களுக்கு உரிமை கணவர் சொத்தில் பெண்களுக்கு உரிமைனு கொடுக்குறாங்க ஆனால் ஒருத்தனாச்சும் பீரோல வைக்க ஆண்களுக்கு கொஞ்சமாச்சும் டம் தாங்கமானு கேட்குறான்னா பாருங்க துணி
764,0,"Prakash Mc Just now Class la niraya peru irundhalum oruthan um pesa matranga kooda bench la irukkavangalum vera vazhi illama pesuranunga ""Alone aa irukkadhu happy thaan but same time it canxils @prakaz mt wondered What did do Wrong?"""
438,0,Sylesh $ Just now #Childhood When you lost your cricket bat that dad bought you last week மண்ண போட்டு மூடிரு மாமே ga~hUch
1500,0,Sharechat @easwari2 மரணம் வரை மாறாத அன்பை உன்னிடம் மட்டுமே எதிர்பார்க்கிறேன்
3,0,Dei ennada ivalo peru commited ah irukinga mc vishal_sammy_ 9 mt
706,0,Ivan ennanga politics vida mosama irukan 0 BCCI LEVEL WEME$  = = VER^ LFVEL
1628,0,அம்மா தூங்கிடாங்களா இன்னைக்கு DALGONA OFFEE செஞ்சு பார்களாம் Little princess ம்டபதரம் மீம்ஸ் Amma அடியேய் கய்ல காசு இல்லாமா எதோ இருக்குறத வச்சு சாளிச்சுட்டு இருக்கேன் பைத்தியம் போல எதாவது பண்ண Iை அப்படியே கொண்றுவேன் 1/1
1194,1,AI கன்னியாகுமரி கன்னியா : Raki G சிறந்த கணவரால் மட்டுமே மனைவியின் ருமல் சத்தத்திற்கு கூட என்ன அர்த்தம் என்று அறிய முடியும்! அவர்களால் மட்டும் வளைந்து கொடுத்து வாழ்க்கையை வாழவும் முடியும் குமரி
1238,1,மடடும் மூணு வேளைக்கும் நல்லா திங்க தெரியுது girls *Mom வீட்டு வேலை செய்யுனு சொன்னா மட் ரோசம் பொத்துட்டு வருதேழ Helo சோறு மம்
292,0,Thandatti movie in theatres onJune 23rd ! Get ready for the fun filled ride Romba naal aprm namma Pasupathu full fleged Role panraru Comedy genre la
